-999	WindowSize
-999	OverlapSize
131178	NumberOfSNPs
480	NumberOfIndividuals
SET#	OFFSET	SET_ID	SET_SIZE
18718	14946747	Y55F3AM.15	14
18719	14948568	Y55F3AM.2	7
18720	14949479	Y55F3AM.3	8
18721	14950520	Y55F3AM.4	3
18722	14950911	Y55F3AM.5	9
18723	14952082	Y55F3AM.6	13
18724	14953773	Y55F3AM.7	4
18725	14954294	Y55F3AM.8	5
18726	14954945	Y55F3AM.9	3
18727	14955336	Y55F3AR.1	6
18728	14956117	Y55F3AR.2	4
18729	14956638	Y55F3AR.3	5
18730	14957289	Y55F3BL.1	9
18731	14958460	Y55F3BL.2	20
18732	14961061	Y55F3BL.4	4
18733	14961582	Y55F3BR.1	18
18734	14963923	Y55F3BR.10	3
18735	14964314	Y55F3BR.11	2
18736	14964575	Y55F3BR.12	1
18737	14964706	Y55F3BR.17	1
18738	14964837	Y55F3BR.18	1
18739	14964968	Y55F3BR.2	34
18740	14969389	Y55F3BR.4	13
18741	14971080	Y55F3BR.5	3
18742	14971471	Y55F3BR.6	5
18743	14972122	Y55F3BR.7	4
18744	14972643	Y55F3BR.8	9
18745	14973814	Y55F3BR.9	1
18746	14973945	Y55F3BR.t1	2
18747	14974206	Y55F3C.10	1
18748	14974337	Y55F3C.13	3
18749	14974728	Y55F3C.14	1
18750	14974859	Y55F3C.2	8
18751	14975900	Y55F3C.3	26
18752	14979281	Y55F3C.4	4
18753	14979802	Y55F3C.5	6
18754	14980583	Y55F3C.7	8
18755	14981624	Y55F3C.8	4
18756	14982145	Y55F3C.9	14
18757	14983966	Y55H10A.1	7
18758	14984877	Y55H10A.2	5
18759	14985528	Y56A3A.1	29
18760	14989299	Y56A3A.10	2
18761	14989560	Y56A3A.11	13
18762	14991251	Y56A3A.12	19
18763	14993722	Y56A3A.13	8
18764	14994763	Y56A3A.14	2
18765	14995024	Y56A3A.15	2
18766	14995285	Y56A3A.16	4
18767	14995806	Y56A3A.17	4
18768	14996327	Y56A3A.18	4
18769	14996848	Y56A3A.19	2
18770	14997109	Y56A3A.2	18
18771	14999450	Y56A3A.20	5
18772	15000101	Y56A3A.21	6
18773	15000882	Y56A3A.22	4
18774	15001403	Y56A3A.27	19
18775	15003874	Y56A3A.28	17
18776	15006085	Y56A3A.29	9
18777	15007256	Y56A3A.3	6
18778	15008037	Y56A3A.30	14
18779	15009858	Y56A3A.31	11
18780	15011289	Y56A3A.32	10
18781	15012590	Y56A3A.33	10
18782	15013891	Y56A3A.36	7
18783	15014802	Y56A3A.4	14
18784	15016623	Y56A3A.5	13
18785	15018314	Y56A3A.6	27
18786	15021825	Y56A3A.7	29
18787	15025596	Y57A10A.1	32
18788	15029757	Y57A10A.10	25
18789	15033008	Y57A10A.11	9
18790	15034179	Y57A10A.13	19
18791	15036650	Y57A10A.14	8
18792	15037691	Y57A10A.15	24
18793	15040812	Y57A10A.16	4
18794	15041333	Y57A10A.18	26
18795	15044714	Y57A10A.19	5
18796	15045365	Y57A10A.2	10
18797	15046666	Y57A10A.20	16
18798	15048747	Y57A10A.23	2
18799	15049008	Y57A10A.24	7
18800	15049919	Y57A10A.25	7
18801	15050830	Y57A10A.26	4
18802	15051351	Y57A10A.27	2
18803	15051612	Y57A10A.28	2
18804	15051873	Y57A10A.29	1
18805	15052004	Y57A10A.3	2
18806	15052265	Y57A10A.30	15
18807	15054216	Y57A10A.31	18
18808	15056557	Y57A10A.35	9
18809	15057728	Y57A10A.4	5
18810	15058379	Y57A10A.5	3
18811	15058770	Y57A10A.7	6
18812	15059551	Y57A10A.8	20
18813	15062152	Y57A10A.9	2
18814	15062413	Y57A10B.1	26
18815	15065794	Y57A10B.2	6
18816	15066575	Y57A10B.3	4
18817	15067096	Y57A10B.4	4
18818	15067617	Y57A10B.5	9
18819	15068788	Y57A10B.6	5
18820	15069439	Y57A10B.7	3
18821	15069830	Y57A10C.1	4
18822	15070351	Y57A10C.10	4
18823	15070872	Y57A10C.11	1
18824	15071003	Y57A10C.3	3
18825	15071394	Y57A10C.6	6
18826	15072175	Y57A10C.7	4
18827	15072696	Y57A10C.8	3
18828	15073087	Y57A10C.9	12
18829	15074648	Y57E12AL.1	6
18830	15075429	Y57E12AL.2	3
18831	15075820	Y57E12AL.4	6
18832	15076601	Y57E12AL.5	1
18833	15076732	Y57E12AR.1	1
18834	15076863	Y57E12B.1	2
18835	15077124	Y57E12B.10	2
18836	15077385	Y57E12B.3	10
18837	15078686	Y57E12B.4	2
18838	15078947	Y57E12B.5	1
18839	15079078	Y57G11A.1	35
18840	15083629	Y57G11A.108	1
18841	15083760	Y57G11A.161	1
18842	15083891	Y57G11A.165	2
18843	15084152	Y57G11A.186	1
18844	15084283	Y57G11A.198	2
18845	15084544	Y57G11A.2	5
18846	15085195	Y57G11A.225	3
18847	15085586	Y57G11A.4	4
18848	15086107	Y57G11B.1	4
18849	15086628	Y57G11B.108	1
18850	15086759	Y57G11B.128	2
18851	15087020	Y57G11B.156	1
18852	15087151	Y57G11B.158	1
18853	15087282	Y57G11B.163	1
18854	15087413	Y57G11B.173	1
18855	15087544	Y57G11B.2	3
18856	15087935	Y57G11B.3	1
18857	15088066	Y57G11B.35	1
18858	15088197	Y57G11B.47	1
18859	15088328	Y57G11B.5	1
18860	15088459	Y57G11B.6	1
18861	15088590	Y57G11B.67	1
18862	15088721	Y57G11B.7	1
18863	15088852	Y57G11B.86	1
18864	15088983	Y57G11B.88	1
18865	15089114	Y57G11B.97	4
18866	15089635	Y57G11C.1	10
18867	15090936	Y57G11C.10	6
18868	15091717	Y57G11C.1002	1
18869	15091848	Y57G11C.1008	1
18870	15091979	Y57G11C.1027	1
18871	15092110	Y57G11C.1057	1
18872	15092241	Y57G11C.11	10
18873	15093542	Y57G11C.110	1
18874	15093673	Y57G11C.1130	1
18875	15093804	Y57G11C.1131	1
18876	15093935	Y57G11C.1137	1
18877	15094066	Y57G11C.117	1
18878	15094197	Y57G11C.12	1
18879	15094328	Y57G11C.13	5
18880	15094979	Y57G11C.14	5
18881	15095630	Y57G11C.15	8
18882	15096671	Y57G11C.16	2
18883	15096932	Y57G11C.17	5
18884	15097583	Y57G11C.18	2
18885	15097844	Y57G11C.2	8
18886	15098885	Y57G11C.20	5
18887	15099536	Y57G11C.22	14
18888	15101357	Y57G11C.23	8
18889	15102398	Y57G11C.236	1
18890	15102529	Y57G11C.24	38
18891	15107470	Y57G11C.25	3
18892	15107861	Y57G11C.258	1
18893	15107992	Y57G11C.261	1
18894	15108123	Y57G11C.289	1
18895	15108254	Y57G11C.31	17
18896	15110465	Y57G11C.32	21
18897	15113196	Y57G11C.33	1
18898	15113327	Y57G11C.349	1
18899	15113458	Y57G11C.36	4
18900	15113979	Y57G11C.37	27
18901	15117490	Y57G11C.38	17
18902	15119701	Y57G11C.39	6
18903	15120482	Y57G11C.40	3
18904	15120873	Y57G11C.41	1
18905	15121004	Y57G11C.42	13
18906	15122695	Y57G11C.43	5
18907	15123346	Y57G11C.437	1
18908	15123477	Y57G11C.45	3
18909	15123868	Y57G11C.46	10
18910	15125169	Y57G11C.47	5
18911	15125820	Y57G11C.48	5
18912	15126471	Y57G11C.480	1
18913	15126602	Y57G11C.49	5
18914	15127253	Y57G11C.499	1
18915	15127384	Y57G11C.5	6
18916	15128165	Y57G11C.50	5
18917	15128816	Y57G11C.51	3
18918	15129207	Y57G11C.510	1
18919	15129338	Y57G11C.52	1
18920	15129469	Y57G11C.56	1
18921	15129600	Y57G11C.6	4
18922	15130121	Y57G11C.607	1
18923	15130252	Y57G11C.626	1
18924	15130383	Y57G11C.63	1
18925	15130514	Y57G11C.637	1
18926	15130645	Y57G11C.644	1
18927	15130776	Y57G11C.657	1
18928	15130907	Y57G11C.688	1
18929	15131038	Y57G11C.7	2
18930	15131299	Y57G11C.774	1
18931	15131430	Y57G11C.8	1
18932	15131561	Y57G11C.867	1
18933	15131692	Y57G11C.9	6
18934	15132473	Y57G11C.907	1
18935	15132604	Y57G11C.911	1
18936	15132735	Y57G11C.935	1
18937	15132866	Y57G11C.965	1
18938	15132997	Y57G11C.t1	1
18939	15133128	Y57G7A.1	3
18940	15133519	Y57G7A.10	5
18941	15134170	Y57G7A.11	4
18942	15134691	Y57G7A.12	9
18943	15135862	Y57G7A.2	1
18944	15135993	Y57G7A.5	6
18945	15136774	Y57G7A.6	6
18946	15137555	Y57G7A.7	10
18947	15138856	Y57G7A.8	2
18948	15139117	Y57G7A.9	7
18949	15140028	Y58A7A.1	6
18950	15140809	Y58A7A.2	2
18951	15141070	Y58A7A.3	3
18952	15141461	Y58A7A.4	2
18953	15141722	Y58A7A.5	1
18954	15141853	Y58A7A.6	8
18955	15142894	Y58G8A.1	6
18956	15143675	Y58G8A.4	18
18957	15146016	Y58G8A.5	2
18958	15146277	Y59A8A.1	13
18959	15147968	Y59A8A.2	21
18960	15150699	Y59A8A.3	14
18961	15152520	Y59A8A.4	8
18962	15153561	Y59A8B.1	33
18963	15157852	Y59A8B.10	9
18964	15159023	Y59A8B.11	2
18965	15159284	Y59A8B.12	2
18966	15159545	Y59A8B.13	8
18967	15160586	Y59A8B.14	14
18968	15162407	Y59A8B.19	6
18969	15163188	Y59A8B.20	18
18970	15165529	Y59A8B.21	17
18971	15167740	Y59A8B.22	19
18972	15170211	Y59A8B.23	19
18973	15172682	Y59A8B.24	7
18974	15173593	Y59A8B.26	3
18975	15173984	Y59A8B.3	7
18976	15174895	Y59A8B.38	2
18977	15175156	Y59A8B.4	7
18978	15176067	Y59A8B.6	37
18979	15180878	Y59A8B.7	5
18980	15181529	Y59A8B.8	3
18981	15181920	Y59A8B.t3	2
18982	15182181	Y59C2A.1	11
18983	15183612	Y59C2A.2	10
18984	15184913	Y59C2A.3	10
18985	15186214	Y59E1A.1	7
18986	15187125	Y59E1B.1	3
18987	15187516	Y59E1B.2	1
18988	15187647	Y59E9AL.1	5
18989	15188298	Y59E9AL.36	5
18990	15188949	Y59E9AL.4	5
18991	15189600	Y59E9AL.5	2
18992	15189861	Y59E9AL.6	5
18993	15190512	Y59E9AL.8	3
18994	15190903	Y59E9AR.4	2
18995	15191164	Y59H11AL.1	4
18996	15191685	Y59H11AR.2	11
18997	15193116	Y59H11AR.4	2
18998	15193377	Y5F2A.3	1
18999	15193508	Y5F2A.4	8
19000	15194549	Y5H2A.1	3
19001	15194940	Y5H2A.2	3
19002	15195331	Y5H2A.3	3
19003	15195722	Y5H2A.4	6
19004	15196503	Y5H2B.1	7
19005	15197414	Y5H2B.2	12
19006	15198975	Y5H2B.4	3
19007	15199366	Y5H2B.5	10
19008	15200667	Y5H2B.6	16
19009	15202748	Y5H2B.7	2
19010	15203009	Y60A3A.1	23
19011	15206000	Y60A3A.10	15
19012	15207951	Y60A3A.12	6
19013	15208732	Y60A3A.13	12
19014	15210293	Y60A3A.14	16
19015	15212374	Y60A3A.18	3
19016	15212765	Y60A3A.19	12
19017	15214326	Y60A3A.2	2
19018	15214587	Y60A3A.21	7
19019	15215498	Y60A3A.22	4
19020	15216019	Y60A3A.23	5
19021	15216670	Y60A3A.24	10
19022	15217971	Y60A3A.25	6
19023	15218752	Y60A3A.3	2
19024	15219013	Y60A3A.31	5
19025	15219664	Y60A3A.4	1
19026	15219795	Y60A3A.5	6
19027	15220576	Y60A3A.6	5
19028	15221227	Y60A3A.7	8
19029	15222268	Y60A3A.8	6
19030	15223049	Y60A3A.9	9
19031	15224220	Y60A9.1	4
19032	15224741	Y60A9A.1	2
19033	15225002	Y60C6A.1	7
19034	15225913	Y60C6A.2	1
19035	15226044	Y61A9LA.1	23
19036	15229035	Y61A9LA.10	13
19037	15230726	Y61A9LA.11	6
19038	15231507	Y61A9LA.12	2
19039	15231768	Y61A9LA.3	22
19040	15234629	Y61A9LA.7	2
19041	15234890	Y61A9LA.8	11
19042	15236321	Y61A9LA.9	1
19043	15236452	Y61B8A.1	2
19044	15236713	Y61B8A.2	1
19045	15236844	Y61B8A.4	4
19046	15237365	Y61B8B.1	3
19047	15237756	Y62E10A.1	6
19048	15238537	Y62E10A.10	3
19049	15238928	Y62E10A.11	2
19050	15239189	Y62E10A.12	3
19051	15239580	Y62E10A.13	15
19052	15241531	Y62E10A.14	1
19053	15241662	Y62E10A.16	5
19054	15242313	Y62E10A.17	8
19055	15243354	Y62E10A.19	11
19056	15244785	Y62E10A.2	1
19057	15244916	Y62E10A.20	8
19058	15245957	Y62E10A.4	4
19059	15246478	Y62E10A.5	1
19060	15246609	Y62E10A.6	9
19061	15247780	Y62E10A.8	1
19062	15247911	Y62E10A.9	1
19063	15248042	Y62F5A.1	4
19064	15248563	Y62F5A.10	10
19065	15249864	Y62F5A.12	1
19066	15249995	Y62F5A.3	1
19067	15250126	Y62F5A.7	1
19068	15250257	Y62F5A.9	7
19069	15251168	Y62H9A.1	6
19070	15251949	Y62H9A.10	5
19071	15252600	Y62H9A.11	2
19072	15252861	Y62H9A.12	2
19073	15253122	Y62H9A.13	6
19074	15253903	Y62H9A.14	5
19075	15254554	Y62H9A.2	2
19076	15254815	Y62H9A.3	5
19077	15255466	Y62H9A.4	3
19078	15255857	Y62H9A.5	2
19079	15256118	Y62H9A.6	3
19080	15256509	Y62H9A.7	4
19081	15257030	Y62H9A.8	4
19082	15257551	Y63D3A.10	4
19083	15258072	Y63D3A.12	2
19084	15258333	Y63D3A.2	11
19085	15259764	Y63D3A.3	3
19086	15260155	Y63D3A.4	7
19087	15261066	Y63D3A.5	5
19088	15261717	Y63D3A.6	10
19089	15263018	Y63D3A.8	9
19090	15264189	Y64G10A.1	4
19091	15264710	Y64G10A.10	4
19092	15265231	Y64G10A.126	1
19093	15265362	Y64G10A.2	4
19094	15265883	Y64G10A.241	1
19095	15266014	Y64G10A.294	1
19096	15266145	Y64G10A.313	1
19097	15266276	Y64G10A.32	1
19098	15266407	Y64G10A.47	1
19099	15266538	Y64G10A.6	26
19100	15269919	Y64G10A.7	45
19101	15275770	Y64G10A.76	1
19102	15275901	Y64G10A.8	11
19103	15277332	Y64G10A.89	1
19104	15277463	Y64H9A.1	2
19105	15277724	Y64H9A.2	2
19106	15277985	Y65A5A.1	2
19107	15278246	Y65A5A.2	2
19108	15278507	Y65A5A.27	1
19109	15278638	Y65A5A.t2	1
19110	15278769	Y65B4A.1	9
19111	15279940	Y65B4A.2	28
19112	15283581	Y65B4A.3	1
19113	15283712	Y65B4A.4	2
19114	15283973	Y65B4A.6	6
19115	15284754	Y65B4A.7	4
19116	15285275	Y65B4A.8	7
19117	15286186	Y65B4A.9	6
19118	15286967	Y65B4BL.1	3
19119	15287358	Y65B4BL.11	1
19120	15287489	Y65B4BL.12	3
19121	15287880	Y65B4BL.2	3
19122	15288271	Y65B4BL.3	11
19123	15289702	Y65B4BL.4	8
19124	15290743	Y65B4BL.5	15
19125	15292694	Y65B4BL.6	3
19126	15293085	Y65B4BL.7	3
19127	15293476	Y65B4BR.1	7
19128	15294387	Y65B4BR.2	10
19129	15295688	Y65B4BR.3	16
19130	15297769	Y65B4BR.4	4
19131	15298290	Y65B4BR.5	5
19132	15298941	Y65B4BR.6	11
19133	15300372	Y65B4BR.8	2
19134	15300633	Y65B4BR.9	7
19135	15301544	Y66A7A.1	4
19136	15302065	Y66A7A.2	2
19137	15302326	Y66A7A.4	11
19138	15303757	Y66A7A.5	13
19139	15305448	Y66A7A.6	11
19140	15306879	Y66A7A.7	7
19141	15307790	Y66A7A.8	2
19142	15308051	Y66A7A.9	6
19143	15308832	Y66A7AL.1	1
19144	15308963	Y66A7AL.5	1
19145	15309094	Y66A7AL.6	2
19146	15309355	Y66A7AL.8	2
19147	15309616	Y66A7AL.9	1
19148	15309747	Y66C5A.1	5
19149	15310398	Y66C5A.2	4
19150	15310919	Y66D12A.1	5
19151	15311570	Y66D12A.10	3
19152	15311961	Y66D12A.11	4
19153	15312482	Y66D12A.12	1
19154	15312613	Y66D12A.13	9
19155	15313784	Y66D12A.14	38
19156	15318725	Y66D12A.15	13
19157	15320416	Y66D12A.16	4
19158	15320937	Y66D12A.17	11
19159	15322368	Y66D12A.19	6
19160	15323149	Y66D12A.20	11
19161	15324580	Y66D12A.21	2
19162	15324841	Y66D12A.22	1
19163	15324972	Y66D12A.23	17
19164	15327183	Y66D12A.24	1
19165	15327314	Y66D12A.26	1
19166	15327445	Y66D12A.27	1
19167	15327576	Y66D12A.28	1
19168	15327707	Y66D12A.29	1
19169	15327838	Y66D12A.3	5
19170	15328489	Y66D12A.5	13
19171	15330180	Y66D12A.6	2
19172	15330441	Y66D12A.7	2
19173	15330702	Y66D12A.8	8
19174	15331743	Y66D12A.9	7
19175	15332654	Y66H1A.2	2
19176	15332915	Y66H1A.3	2
19177	15333176	Y66H1A.4	2
19178	15333437	Y66H1A.6	23
19179	15336428	Y66H1B.2	48
19180	15342669	Y66H1B.4	6
19181	15343450	Y67A10A.1	2
19182	15343711	Y67A10A.10	2
19183	15343972	Y67A10A.108	1
19184	15344103	Y67A10A.11	7
19185	15345014	Y67A10A.146	1
19186	15345145	Y67A10A.15	3
19187	15345536	Y67A10A.150	1
19188	15345667	Y67A10A.156	1
19189	15345798	Y67A10A.16	1
19190	15345929	Y67A10A.189	1
19191	15346060	Y67A10A.2	5
19192	15346711	Y67A10A.230	1
19193	15346842	Y67A10A.247	1
19194	15346973	Y67A10A.248	1
19195	15347104	Y67A10A.3	9
19196	15348275	Y67A10A.4	5
19197	15348926	Y67A10A.41	1
19198	15349057	Y67A10A.5	4
19199	15349578	Y67A10A.54	1
19200	15349709	Y67A10A.6	9
19201	15350880	Y67A10A.7	14
19202	15352701	Y67A10A.8	6
19203	15353482	Y67A10A.9	17
19204	15355693	Y67A6A.1	2
19205	15355954	Y67A6A.2	8
19206	15356995	Y67D11A.2	1
19207	15357126	Y67D11A.3	1
19208	15357257	Y67D2.1	13
19209	15358948	Y67D2.2	22
19210	15361809	Y67D2.3	2
19211	15362070	Y67D2.4	11
19212	15363501	Y67D2.5	4
19213	15364022	Y67D2.6	25
19214	15367273	Y67D2.7	6
19215	15368054	Y67D8A.2	72
19216	15377415	Y67D8A.3	1
19217	15377546	Y67D8B.1	3
19218	15377937	Y67D8B.2	16
19219	15380018	Y67D8B.3	2
19220	15380279	Y67D8B.4	1
19221	15380410	Y67D8B.5	2
19222	15380671	Y67D8C.1	2
19223	15380932	Y67D8C.10	47
19224	15387043	Y67D8C.12	1
19225	15387174	Y67D8C.13	1
19226	15387305	Y67D8C.14	1
19227	15387436	Y67D8C.15	1
19228	15387567	Y67D8C.16	2
19229	15387828	Y67D8C.18	1
19230	15387959	Y67D8C.2	6
19231	15388740	Y67D8C.20	1
19232	15388871	Y67D8C.3	6
19233	15389652	Y67D8C.4	1
19234	15389783	Y67D8C.5	37
19235	15394594	Y67D8C.6	5
19236	15395245	Y67D8C.7	4
19237	15395766	Y67D8C.8	1
19238	15395897	Y67D8C.9	25
19239	15399148	Y67H2A.1	16
19240	15401229	Y67H2A.10	12
19241	15402790	Y67H2A.2	6
19242	15403571	Y67H2A.4	6
19243	15404352	Y67H2A.5	2
19244	15404613	Y67H2A.6	6
19245	15405394	Y67H2A.7	12
19246	15406955	Y67H2A.8	5
19247	15407606	Y68A4A.10	7
19248	15408517	Y68A4A.13	2
19249	15408778	Y68A4A.2	4
19250	15409299	Y68A4A.3	4
19251	15409820	Y68A4A.6	2
19252	15410081	Y68A4A.7	1
19253	15410212	Y68A4A.9	1
19254	15410343	Y68A4B.1	8
19255	15411384	Y68A4B.2	4
19256	15411905	Y68A4B.3	1
19257	15412036	Y69A2AL.1	11
19258	15413467	Y69A2AL.2	3
19259	15413858	Y69A2AR.1	8
19260	15414899	Y69A2AR.12	6
19261	15415680	Y69A2AR.14	10
19262	15416981	Y69A2AR.15	13
19263	15418672	Y69A2AR.16	38
19264	15423613	Y69A2AR.17	5
19265	15424264	Y69A2AR.18	6
19266	15425045	Y69A2AR.19	14
19267	15426866	Y69A2AR.2	9
19268	15428037	Y69A2AR.21	1
19269	15428168	Y69A2AR.22	3
19270	15428559	Y69A2AR.23	5
19271	15429210	Y69A2AR.24	2
19272	15429471	Y69A2AR.25	3
19273	15429862	Y69A2AR.26	2
19274	15430123	Y69A2AR.27	1
19275	15430254	Y69A2AR.29	7
19276	15431165	Y69A2AR.30	9
19277	15432336	Y69A2AR.31	27
19278	15435847	Y69A2AR.32	2
19279	15436108	Y69A2AR.37	1
19280	15436239	Y69A2AR.39	2
19281	15436500	Y69A2AR.4	12
19282	15438061	Y69A2AR.5	8
19283	15439102	Y69A2AR.6	2
19284	15439363	Y69A2AR.7	8
19285	15440404	Y69A2AR.9	3
19286	15440795	Y69E1A.1	3
19287	15441186	Y69E1A.10	1
19288	15441317	Y69E1A.13	2
19289	15441578	Y69E1A.3	3
19290	15441969	Y69E1A.6	2
19291	15442230	Y69E1A.7	4
19292	15442751	Y69E1A.8	2
19293	15443012	Y69E1A.9	1
19294	15443143	Y69F12A.1	5
19295	15443794	Y69F12A.2	4
19296	15444315	Y69H2.1	5
19297	15444966	Y69H2.10	23
19298	15447957	Y69H2.11	18
19299	15450298	Y69H2.12	19
19300	15452769	Y69H2.14	6
19301	15453550	Y69H2.15	10
19302	15454851	Y69H2.17	3
19303	15455242	Y69H2.2	21
19304	15457973	Y69H2.26	1
19305	15458104	Y69H2.3	27
19306	15461615	Y69H2.6	11
19307	15463046	Y69H2.7	14
19308	15464867	Y69H2.8	6
19309	15465648	Y69H2.9	6
19310	15466429	Y6B3A.1	35
19311	15470980	Y6B3B.1	40
19312	15476181	Y6B3B.10	13
19313	15477872	Y6B3B.11	16
19314	15479953	Y6B3B.3	15
19315	15481904	Y6B3B.4	20
19316	15484505	Y6B3B.5	7
19317	15485416	Y6B3B.7	3
19318	15485807	Y6B3B.9	37
19319	15490618	Y6D11A.2	11
19320	15492049	Y6D1A.1	4
19321	15492570	Y6D1A.2	2
19322	15492831	Y6E2A.1	3
19323	15493222	Y6E2A.10	2
19324	15493483	Y6E2A.2	8
19325	15494524	Y6E2A.4	9
19326	15495695	Y6E2A.5	2
19327	15495956	Y6E2A.6	8
19328	15496997	Y6E2A.7	4
19329	15497518	Y6E2A.8	1
19330	15497649	Y6E2A.9	3
19331	15498040	Y6G8.14	2
19332	15498301	Y6G8.15	1
19333	15498432	Y6G8.16	4
19334	15498953	Y6G8.2	6
19335	15499734	Y6G8.3	2
19336	15499995	Y6G8.4	1
19337	15500126	Y6G8.5	2
19338	15500387	Y6G8.8	5
19339	15501038	Y6G8.9	3
19340	15501429	Y70C5A.2	3
19341	15501820	Y70C5A.3	7
19342	15502731	Y70C5A.4	1
19343	15502862	Y70C5B.2	1
19344	15502993	Y70C5C.1	10
19345	15504294	Y70C5C.2	4
19346	15504815	Y70C5C.3	7
19347	15505726	Y70C5C.4	4
19348	15506247	Y70C5C.6	5
19349	15506898	Y70D2A.1	16
19350	15508979	Y70D2A.2	4
19351	15509500	Y70D2A.4	1
19352	15509631	Y70G10A.2	16
19353	15511712	Y70G10A.3	17
19354	15513923	Y71A12B.1	2
19355	15514184	Y71A12B.10	3
19356	15514575	Y71A12B.11	5
19357	15515226	Y71A12B.12	12
19358	15516787	Y71A12B.15	10
19359	15518088	Y71A12B.17	10
19360	15519389	Y71A12B.20	1
19361	15519520	Y71A12B.24	3
19362	15519911	Y71A12B.25	2
19363	15520172	Y71A12B.30	1
19364	15520303	Y71A12B.4	31
19365	15524334	Y71A12B.5	8
19366	15525375	Y71A12B.6	10
19367	15526676	Y71A12B.8	6
19368	15527457	Y71A12B.9	5
19369	15528108	Y71A12C.1	3
19370	15528499	Y71A12C.2	4
19371	15529020	Y71D11A.1	85
19372	15540071	Y71D11A.2	5
19373	15540722	Y71D11A.3	51
19374	15547353	Y71D11A.5	3
19375	15547744	Y71F9AL.1	6
19376	15548525	Y71F9AL.10	8
19377	15549566	Y71F9AL.11	5
19378	15550217	Y71F9AL.12	8
19379	15551258	Y71F9AL.13	3
19380	15551649	Y71F9AL.14	5
19381	15552300	Y71F9AL.16	13
19382	15553991	Y71F9AL.17	6
19383	15554772	Y71F9AL.18	29
19384	15558543	Y71F9AL.2	4
19385	15559064	Y71F9AL.20	1
19386	15559195	Y71F9AL.4	6
19387	15559976	Y71F9AL.5	7
19388	15560887	Y71F9AL.6	3
19389	15561278	Y71F9AL.7	3
19390	15561669	Y71F9AL.8	3
19391	15562060	Y71F9AL.9	8
19392	15563101	Y71F9AM.4	39
19393	15568172	Y71F9AM.5	2
19394	15568433	Y71F9AR.1	15
19395	15570384	Y71F9AR.2	4
19396	15570905	Y71F9AR.3	13
19397	15572596	Y71F9AR.4	2
19398	15572857	Y71F9AR.8	1
19399	15572988	Y71F9AR.9	1
19400	15573119	Y71F9B.10	26
19401	15576500	Y71F9B.13	8
19402	15577541	Y71F9B.14	8
19403	15578582	Y71F9B.15	3
19404	15578973	Y71F9B.16	6
19405	15579754	Y71F9B.18	2
19406	15580015	Y71F9B.19	1
19407	15580146	Y71F9B.2	6
19408	15580927	Y71F9B.21	1
19409	15581058	Y71F9B.3	1
19410	15581189	Y71F9B.4	5
19411	15581840	Y71F9B.5	28
19412	15585481	Y71F9B.6	8
19413	15586522	Y71F9B.7	6
19414	15587303	Y71F9B.8	14
19415	15589124	Y71F9B.9	6
19416	15589905	Y71G10AL.1	31
19417	15593936	Y71G10AR.1	5
19418	15594587	Y71G10AR.4	5
19419	15595238	Y71G12A.2	60
19420	15603039	Y71G12A.3	27
19421	15606550	Y71G12A.4	20
19422	15609151	Y71G12B.1	4
19423	15609672	Y71G12B.10	5
19424	15610323	Y71G12B.11	47
19425	15616434	Y71G12B.12	6
19426	15617215	Y71G12B.13	9
19427	15618386	Y71G12B.14	1
19428	15618517	Y71G12B.15	7
19429	15619428	Y71G12B.16	14
19430	15621249	Y71G12B.17	5
19431	15621900	Y71G12B.18	7
19432	15622811	Y71G12B.2	4
19433	15623332	Y71G12B.20	21
19434	15626063	Y71G12B.21	5
19435	15626714	Y71G12B.22	8
19436	15627755	Y71G12B.23	5
19437	15628406	Y71G12B.24	18
19438	15630747	Y71G12B.25	3
19439	15631138	Y71G12B.26	4
19440	15631659	Y71G12B.27	4
19441	15632180	Y71G12B.28	3
19442	15632571	Y71G12B.3	2
19443	15632832	Y71G12B.30	21
19444	15635563	Y71G12B.31	12
19445	15637124	Y71G12B.32	9
19446	15638295	Y71G12B.33	8
19447	15639336	Y71G12B.35	10
19448	15640637	Y71G12B.38	1
19449	15640768	Y71G12B.4	10
19450	15642069	Y71G12B.5	14
19451	15643890	Y71G12B.6	8
19452	15644931	Y71G12B.7	2
19453	15645192	Y71G12B.8	38
19454	15650133	Y71G12B.9	14
19455	15651954	Y71H10A.1	12
19456	15653515	Y71H10A.2	9
19457	15654686	Y71H10A.3	1
19458	15654817	Y71H10B.1	10
19459	15656118	Y71H2AL.1	15
19460	15658069	Y71H2AL.2	6
19461	15658850	Y71H2AM.1	15
19462	15660801	Y71H2AM.10	24
19463	15663922	Y71H2AM.11	10
19464	15665223	Y71H2AM.12	4
19465	15665744	Y71H2AM.13	15
19466	15667695	Y71H2AM.14	15
19467	15669646	Y71H2AM.15	25
19468	15672897	Y71H2AM.16	6
19469	15673678	Y71H2AM.17	4
19470	15674199	Y71H2AM.19	14
19471	15676020	Y71H2AM.2	3
19472	15676411	Y71H2AM.20	6
19473	15677192	Y71H2AM.22	21
19474	15679923	Y71H2AM.23	8
19475	15680964	Y71H2AM.24	11
19476	15682395	Y71H2AM.25	3
19477	15682786	Y71H2AM.26	1
19478	15682917	Y71H2AM.3	9
19479	15684088	Y71H2AM.4	3
19480	15684479	Y71H2AM.5	3
19481	15684870	Y71H2AM.6	2
19482	15685131	Y71H2AM.7	7
19483	15686042	Y71H2AM.8	14
